Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
48118606,11/10/2020 06:58:24 PM,11/10/2020 10:09:48 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11694,126 BEACH  136 STREET,BEACH  136 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,,FAR ROCKAWAY,BEACH  136 STREET,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/11/2020 03:09:50 AM,14 QUEENS,4162800061,QUEENS,"1,025,145","147,830",ONLINE,Unspecified,QUEENS,,,,,,,,40.57234084020594,-73.85279594823604,"(40.57234084020594, -73.85279594823604)"
48118607,11/10/2020 04:06:48 PM,11/10/2020 05:21:33 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10314,WESTERLEIGH PARK,WESTERLEIGH PARK,MAINE AVENUE,GARRISON AVENUE,MAINE AVENUE,GARRISON AVENUE,,STATEN ISLAND,WESTERLEIGH PARK,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/10/2020 10:21:36 PM,01 STATEN ISLAND,5004020001,STATEN ISLAND,"946,904","165,168",ONLINE,Westerleigh Park,STATEN ISLAND,,,,,,,,40.619945757109186,-74.1345250735437,"(40.619945757109186, -74.1345250735437)"
48120854,11/10/2020 11:21:03 PM,11/10/2020 11:56:09 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10471,5400 RIVERDALE AVENUE,RIVERDALE AVENUE,HENRY HUDSON PARKWAY EAST,NETHERLAND AVENUE,HENRY HUDSON PARKWAY EAST,NETHERLAND AVENUE,,BRONX,RIVERDALE AVENUE,,Closed,,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,11/11/2020 04:56:17 AM,08 BRONX,2058501513,BRONX,"1,010,254","267,881",ONLINE,Van Nest Park,BRONX,,,,,,,,40.90190668135095,-73.90593291248517,"(40.90190668135095, -73.90593291248517)"
48120964,11/10/2020 07:45:58 PM,11/10/2020 10:10:09 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11694,126 BEACH  136 STREET,BEACH  136 STREET,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,OCEAN PROMENADE,ROCKAWAY BEACH BOULEVARD,,FAR ROCKAWAY,BEACH  136 STREET,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/11/2020 03:10:14 AM,14 QUEENS,4162800061,QUEENS,"1,025,145","147,830",ONLINE,Unspecified,QUEENS,,,,,,,,40.57234084020594,-73.85279594823604,"(40.57234084020594, -73.85279594823604)"
48124429,11/10/2020 09:41:12 AM,11/10/2020 11:35:08 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11229,1301 AVENUE S,AVENUE S,EAST   13 STREET,EAST   14 STREET,EAST   13 STREET,EAST   14 STREET,,BROOKLYN,AVENUE S,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/10/2020 04:35:14 PM,15 BROOKLYN,3068190053,BROOKLYN,"995,635","159,076",ONLINE,Kelly Park Playground,BROOKLYN,,,,,,,,40.603295869003645,-73.95900001409144,"(40.603295869003645, -73.95900001409144)"
48126375,11/11/2020 12:17:00 PM,11/11/2020 01:00:15 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10019,11 AVENUE,11 AVENUE,11 AVENUE,WEST   52 STREET,11 AVENUE,WEST   52 STREET,,,,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/11/2020 06:00:19 PM,04 MANHATTAN,,MANHATTAN,"985,989","218,764",PHONE,Unspecified,MANHATTAN,,,,,,,,40.76713287338068,-73.9937220581737,"(40.76713287338068, -73.9937220581737)"
48126382,11/11/2020 09:55:37 PM,11/11/2020 10:22:57 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Street/Curbside,10033,93 BENNETT AVENUE,BENNETT AVENUE,WEST  184 STREET,WEST  186 STREET,WEST  184 STREET,WEST  186 STREET,,NEW YORK,BENNETT AVENUE,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/12/2020 03:23:00 AM,12 MANHATTAN,1021800135,MANHATTAN,"1,002,147","250,097",PHONE,Unspecified,MANHATTAN,,,,,,,,40.8531152870874,-73.935306740287,"(40.8531152870874, -73.935306740287)"
48138558,11/12/2020 10:41:32 AM,11/12/2020 10:52:21 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10464,PELHAM BAY PARK,PELHAM BAY PARK,ORCHARD BEACH ROAD,ORCHARD BEACH ROAD,ORCHARD BEACH ROAD,ORCHARD BEACH ROAD,,BRONX,PELHAM BAY PARK,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/12/2020 03:52:26 PM,28 BRONX,2056500001,BRONX,"1,036,955","255,379",ONLINE,Pelham Bay Park,BRONX,,,,,,,,40.86747358275403,-73.8094430998493,"(40.86747358275403, -73.8094430998493)"
48087066,11/06/2020 04:46:00 PM,11/07/2020 10:17:01 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11693,93-01 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,BEACH   93 STREET,BEACH   94 STREET,BEACH   93 STREET,BEACH   94 STREET,,FAR ROCKAWAY,SHORE FRONT PARKWAY,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/07/2020 03:17:06 PM,14 QUEENS,,QUEENS,"1,035,691","152,096",ONLINE,Unspecified,QUEENS,,,,,,,,40.58399522783014,-73.81480261331927,"(40.58399522783014, -73.81480261331927)"
48090606,11/07/2020 10:48:40 AM,11/07/2020 11:12:12 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10314,FATHER MACRIS PARK,FATHER MACRIS PARK,MAY AVENUE,FAHY AVENUE,MAY AVENUE,FAHY AVENUE,,STATEN ISLAND,FATHER MACRIS PARK,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/07/2020 04:12:14 PM,02 STATEN ISLAND,5016250001,STATEN ISLAND,"939,347","163,975",ONLINE,Father Macris Park,STATEN ISLAND,,,,,,,,40.61663614800334,-74.16173836388931,"(40.61663614800334, -74.16173836388931)"
48092775,11/07/2020 03:45:16 PM,11/07/2020 03:53:18 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11222,MCCARREN PARK,MCCARREN PARK,BAYARD STREET,DRIGGS AVENUE,BAYARD STREET,DRIGGS AVENUE,,BROOKLYN,MCCARREN PARK,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/07/2020 08:53:22 PM,01 BROOKLYN,3026960001,BROOKLYN,"997,610","201,904",PHONE,McCarren Park,BROOKLYN,,,,,,,,40.72084647199604,-73.95180272776703,"(40.72084647199604, -73.95180272776703)"
48093690,11/07/2020 01:23:19 PM,11/07/2020 01:24:55 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10461,1100 MORRIS PARK AVENUE,MORRIS PARK AVENUE,HAIGHT AVENUE,TOMLINSON AVENUE,HAIGHT AVENUE,TOMLINSON AVENUE,,BRONX,MORRIS PARK AVENUE,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/07/2020 06:25:04 PM,11 BRONX,2041090001,BRONX,"1,024,941","248,842",PHONE,Loreto Playground,BRONX,,,,,,,,40.84959506104899,-73.85291975674602,"(40.84959506104899, -73.85291975674602)"
48094749,11/07/2020 08:33:34 PM,11/07/2020 09:31:47 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10003,3 WASHINGTON SQUARE NORTH,WASHINGTON SQUARE NORTH,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,5 AVENUE,,NEW YORK,WASHINGTON SQUARE NORTH,,Closed,,The issue has been inspected and the offending party has been confronted and informed of their wrongdoing. The situation has been remedied.,11/08/2020 02:31:51 AM,02 MANHATTAN,1005500001,MANHATTAN,"985,377","205,566",PHONE,Washington Square Park,MANHATTAN,,,,,,,,40.73090778826059,-73.99593364337622,"(40.73090778826059, -73.99593364337622)"
48094776,11/07/2020 03:21:50 PM,11/07/2020 03:25:55 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10009,144 AVENUE A,AVENUE A,ST MARKS PLACE,EAST    9 STREET,ST MARKS PLACE,EAST    9 STREET,,NEW YORK,AVENUE A,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/07/2020 08:26:00 PM,03 MANHATTAN,1004030001,MANHATTAN,"989,042","204,204",ONLINE,Tompkins Square Park,MANHATTAN,,,,,,,,40.72716820472698,-73.98271083621445,"(40.72716820472698, -73.98271083621445)"
48094921,11/07/2020 12:09:58 PM,11/07/2020 12:20:19 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11385,88-74 78 AVENUE,78 AVENUE,WOODHAVEN BOULEVARD,DEAD END,WOODHAVEN BOULEVARD,DEAD END,,RIDGEWOOD,78 AVENUE,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/07/2020 05:20:20 PM,06 QUEENS,4038860031,QUEENS,"1,023,372","196,885",ONLINE,Unspecified,QUEENS,,,,,,,,40.706994115725635,-73.85889351989057,"(40.706994115725635, -73.85889351989057)"
48095811,11/07/2020 12:59:11 PM,11/07/2020 01:02:35 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11211,350 MASPETH AVENUE,MASPETH AVENUE,VANDERVOORT AVENUE,NEWTOWN CREEK SHORELINE,VANDERVOORT AVENUE,NEWTOWN CREEK SHORELINE,,BROOKLYN,MASPETH AVENUE,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/07/2020 06:02:37 PM,01 BROOKLYN,,BROOKLYN,"1,003,725","201,055",PHONE,Cooper Park,BROOKLYN,,,,,,,,40.718504823786624,-73.9297448389409,"(40.718504823786624, -73.9297448389409)"
48095879,11/07/2020 05:01:09 PM,11/07/2020 06:51:17 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11375,64 ROAD,64 ROAD,64 ROAD,YELLOWSTONE BOULEVARD,64 ROAD,YELLOWSTONE BOULEVARD,,,,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/07/2020 11:51:19 PM,06 QUEENS,,QUEENS,"1,025,412","205,859",PHONE,Unspecified,QUEENS,,,,,,,,40.73161629594243,-73.85148071770303,"(40.73161629594243, -73.85148071770303)"
48096845,11/07/2020 03:04:47 PM,11/07/2020 03:19:30 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10451,EAST  157 STREET,EAST  157 STREET,EAST  157 STREET,NYCTA SUBWAY,EAST  157 STREET,NYCTA SUBWAY,,,,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/07/2020 08:19:32 PM,04 BRONX,,BRONX,"1,004,411","240,119",PHONE,Unspecified,BRONX,,,,,,,,40.82572370961881,-73.92715293451668,"(40.82572370961881, -73.92715293451668)"
48096860,11/07/2020 11:38:09 PM,,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11222,MCCARREN PARK,MCCARREN PARK,BAYARD STREET,DRIGGS AVENUE,BAYARD STREET,DRIGGS AVENUE,,BROOKLYN,MCCARREN PARK,,In Progress,,,,01 BROOKLYN,3026960001,BROOKLYN,"997,610","201,904",ONLINE,McCarren Park,BROOKLYN,,,,,,,,40.72084647199604,-73.95180272776703,"(40.72084647199604, -73.95180272776703)"
48097869,11/07/2020 11:05:01 AM,11/07/2020 11:12:50 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Street/Curbside,11209,9260 SHORE ROAD,SHORE ROAD,92 STREET PEDESTRIAN OVERPASS,OLIVER STREET,92 STREET PEDESTRIAN OVERPASS,OLIVER STREET,,BROOKLYN,SHORE ROAD,,Closed,,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,11/07/2020 04:12:53 PM,10 BROOKLYN,,BROOKLYN,"973,109","164,934",PHONE,Unspecified,BROOKLYN,,,,,,,,40.619375182236155,-74.0401309510067,"(40.619375182236155, -74.0401309510067)"
48097927,11/07/2020 03:01:17 PM,11/07/2020 04:15:00 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11229,MARINE PARK,MARINE PARK,AVENUE V,WHITNEY AVENUE,AVENUE V,WHITNEY AVENUE,,BROOKLYN,MARINE PARK,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/07/2020 09:15:03 PM,18 BROOKLYN,3085900600,BROOKLYN,"1,003,602","158,178",ONLINE,Marine Park,BROOKLYN,,,,,,,,40.60081722577983,-73.93031160938723,"(40.60081722577983, -73.93031160938723)"
48112782,11/09/2020 04:06:49 PM,11/09/2020 05:06:19 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11368,109-02 46 AVENUE,46 AVENUE,109 STREET,111 STREET,109 STREET,111 STREET,,CORONA,46 AVENUE,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/09/2020 10:06:24 PM,04 QUEENS,4020020055,QUEENS,"1,024,349","211,743",ONLINE,Corona Golf Playground,QUEENS,,,,,,,,40.74777127579632,-73.85528111522737,"(40.74777127579632, -73.85528111522737)"
48095823,11/07/2020 05:43:53 PM,11/08/2020 11:26:43 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11207,375 JAMAICA AVENUE,JAMAICA AVENUE,WARWICK STREET,ASHFORD STREET,WARWICK STREET,ASHFORD STREET,,BROOKLYN,JAMAICA AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/08/2020 04:26:48 PM,05 BROOKLYN,3038890001,BROOKLYN,"1,015,294","187,994",ONLINE,Highland Park Childrens Garden,BROOKLYN,,,,,,,,40.68262243113261,-73.8880704487505,"(40.68262243113261, -73.8880704487505)"
48099768,11/08/2020 02:04:04 PM,11/08/2020 03:57:39 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11364,ALLEY POND PARK,ALLEY POND PARK,DEAD END,BEND,DEAD END,BEND,,OAKLAND GARDENS,ALLEY POND PARK,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 08:57:41 PM,11 QUEENS,4075750001,QUEENS,"1,054,521","213,659",ONLINE,Alley Pond Park,QUEENS,,,,,,,,40.75284189973842,-73.7463696244017,"(40.75284189973842, -73.7463696244017)"
48099823,11/08/2020 03:46:06 PM,11/08/2020 04:24:13 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11223,2099 MC DONALD AVENUE,MC DONALD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,MCDONALD AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/08/2020 09:24:15 PM,15 BROOKLYN,3071040017,BROOKLYN,"991,846","158,287",ONLINE,McDonald Playground,BROOKLYN,,,,,,,,40.60113428219098,-73.97264595485817,"(40.60113428219098, -73.97264595485817)"
48102765,11/08/2020 04:31:48 PM,11/08/2020 05:57:13 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11230,1310 EAST    4 STREET,EAST    4 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,,BROOKLYN,EAST    4 STREET,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 10:57:16 PM,12 BROOKLYN,3065380001,BROOKLYN,"992,092","164,614",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61850038300177,-73.97175273424241,"(40.61850038300177, -73.97175273424241)"
48103903,11/08/2020 12:15:05 PM,11/08/2020 04:51:54 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Street/Curbside,11209,88 STREET,88 STREET,88 STREET,SHORE ROAD,88 STREET,SHORE ROAD,,,,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/08/2020 04:51:44 PM,10 BROOKLYN,,BROOKLYN,"972,926","166,691",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62419754805617,-74.04079308176338,"(40.62419754805617, -74.04079308176338)"
48105796,11/08/2020 01:15:31 PM,11/08/2020 02:45:06 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11229,MARINE PARK,MARINE PARK,AVENUE V,WHITNEY AVENUE,AVENUE V,WHITNEY AVENUE,,BROOKLYN,MARINE PARK,,Closed,,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,11/08/2020 07:45:10 PM,18 BROOKLYN,3085900600,BROOKLYN,"1,003,602","158,178",ONLINE,Marine Park,BROOKLYN,,,,,,,,40.60081722577983,-73.93031160938723,"(40.60081722577983, -73.93031160938723)"
48105861,11/08/2020 12:10:26 PM,11/08/2020 02:04:47 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11209,88 STREET,88 STREET,88 STREET,SHORE ROAD,88 STREET,SHORE ROAD,,,,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/08/2020 07:04:53 PM,10 BROOKLYN,,BROOKLYN,"972,926","166,691",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62419754805617,-74.04079308176338,"(40.62419754805617, -74.04079308176338)"
48105891,11/08/2020 04:42:16 PM,11/08/2020 05:57:38 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11230,1310 EAST    4 STREET,EAST    4 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,,BROOKLYN,EAST    4 STREET,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 10:57:44 PM,12 BROOKLYN,3065380001,BROOKLYN,"992,092","164,614",ONLINE,Friends Field,BROOKLYN,,,,,,,,40.61850038300177,-73.97175273424241,"(40.61850038300177, -73.97175273424241)"
48105910,11/08/2020 11:14:52 AM,11/08/2020 11:56:19 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10128,5 AVENUE,5 AVENUE,5 AVENUE,EAST   96 STREET,5 AVENUE,EAST   96 STREET,,,,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 04:56:22 PM,08 MANHATTAN,,MANHATTAN,"996,496","226,338",PHONE,Unspecified,MANHATTAN,,,,,,,,40.78791319432663,-73.95577707067562,"(40.78791319432663, -73.95577707067562)"
48105972,11/08/2020 12:47:16 PM,11/08/2020 01:58:32 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11106,RAINEY PARK,RAINEY PARK,BEND,34 AVENUE,BEND,34 AVENUE,,ASTORIA,RAINEY PARK,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/08/2020 06:58:35 PM,01 QUEENS,4003220001,QUEENS,"1,000,702","218,463",ONLINE,Rainey Park,QUEENS,,,,,,,,40.766291568954784,-73.94060758938807,"(40.766291568954784, -73.94060758938807)"
48221713,11/22/2020 12:24:02 PM,11/22/2020 01:30:10 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11694,ROCKAWAY BEACH,ROCKAWAY BEACH,BEACH  138 STREET,BEACH  139 STREET,BEACH  138 STREET,BEACH  139 STREET,,FAR ROCKAWAY,ROCKAWAY BEACH,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/22/2020 06:30:14 PM,14 QUEENS,4162860101,QUEENS,"1,024,706","147,274",ONLINE,Rockaway Beach,QUEENS,,,,,,,,40.57081674495128,-73.85437947966363,"(40.57081674495128, -73.85437947966363)"
48222260,11/22/2020 01:08:53 PM,11/22/2020 02:12:32 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11209,75 STREET,75 STREET,75 STREET,SHORE ROAD,75 STREET,SHORE ROAD,,,,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/22/2020 07:12:36 PM,10 BROOKLYN,,BROOKLYN,"974,001","170,130",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63363818631363,-74.03692577157068,"(40.63363818631363, -74.03692577157068)"
48222261,11/22/2020 03:37:19 PM,11/22/2020 09:31:34 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11207,375 JAMAICA AVENUE,JAMAICA AVENUE,WARWICK STREET,ASHFORD STREET,WARWICK STREET,ASHFORD STREET,,BROOKLYN,JAMAICA AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/23/2020 02:31:35 AM,05 BROOKLYN,3038890001,BROOKLYN,"1,015,294","187,994",ONLINE,Highland Park (Brooklyn),BROOKLYN,,,,,,,,40.68262243113261,-73.8880704487505,"(40.68262243113261, -73.8880704487505)"
48224752,11/22/2020 11:11:19 AM,11/22/2020 12:39:45 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11434,BAISLEY POND PARK,BAISLEY POND PARK,155 STREET,157 STREET,155 STREET,157 STREET,,JAMAICA,BAISLEY POND PARK,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/22/2020 05:39:49 PM,12 QUEENS,4122300001,QUEENS,"1,043,749","185,649",ONLINE,Baisley Pond Park,QUEENS,,,,,,,,40.67604042219953,-73.78549658715613,"(40.67604042219953, -73.78549658715613)"
48224753,11/22/2020 01:18:16 PM,11/22/2020 02:21:26 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11366,196-10 UNION TURNPIKE,UNION TURNPIKE,196 STREET,196 PLACE,196 STREET,196 PLACE,,FRESH MEADOWS,UNION TURNPIKE,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/22/2020 07:21:32 PM,08 QUEENS,4072900001,QUEENS,"1,046,709","205,663",PHONE,Cunningham Park,QUEENS,,,,,,,,40.730953577308505,-73.77463973117385,"(40.730953577308505, -73.77463973117385)"
48224843,11/22/2020 10:51:54 AM,11/22/2020 11:34:38 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10025,RIVERSIDE PARK,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,,NEW YORK,RIVERSIDE PARK,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/22/2020 04:34:42 PM,07 MANHATTAN,1012540002,MANHATTAN,"991,626","230,829",PHONE,Riverside Park,MANHATTAN,,,,,,,,40.800245180318555,-73.97335875005403,"(40.800245180318555, -73.97335875005403)"
48225400,11/22/2020 12:10:18 PM,11/22/2020 12:55:16 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10305,245 NAUGHTON AVENUE,NAUGHTON AVENUE,VERA STREET,JOYCE STREET,VERA STREET,JOYCE STREET,,STATEN ISLAND,NAUGHTON AVENUE,,Closed,,No action was taken because the Department of Parks and Recreation determined that the issue reported was out of its jurisdiction.,11/22/2020 05:55:19 PM,02 STATEN ISLAND,5035490062,STATEN ISLAND,"957,628","152,349",ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.58479894341442,-74.09584536602041,"(40.58479894341442, -74.09584536602041)"
48122270,11/10/2020 02:57:18 PM,11/10/2020 03:54:43 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10003,69 EAST   17 STREET,EAST   17 STREET,BROADWAY,PARK AVENUE SOUTH,BROADWAY,PARK AVENUE SOUTH,,NEW YORK,EAST   17 STREET,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/10/2020 08:54:46 PM,05 MANHATTAN,1008450002,MANHATTAN,"987,125","207,726",ONLINE,Union Square Park,MANHATTAN,,,,,,,,40.736836061247594,-73.98962571830423,"(40.736836061247594, -73.98962571830423)"
48123376,11/10/2020 11:18:46 PM,11/11/2020 01:16:40 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,10028,1000 5 AVENUE,5 AVENUE,EAST   81 STREET,EAST   82 STREET,EAST   81 STREET,EAST   82 STREET,,NEW YORK,5 AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/11/2020 06:16:51 PM,64 MANHATTAN,1011110001,MANHATTAN,"994,623","222,956",ONLINE,Central Park,MANHATTAN,,,,,,,,40.77863290127972,-73.96254609596876,"(40.77863290127972, -73.96254609596876)"
48129124,11/11/2020 10:22:30 AM,11/11/2020 11:59:56 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11228,DAN ROSS PLAYGROUND,DAN ROSS PLAYGROUND,81 STREET,82 STREET,81 STREET,82 STREET,,BROOKLYN,DAN ROSS PLAYGROUND,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/11/2020 05:00:00 PM,10 BROOKLYN,3201289999,BROOKLYN,"978,237","166,152",PHONE,Dan Ross Playground,BROOKLYN,,,,,,,,40.622723302516604,-74.02166048891313,"(40.622723302516604, -74.02166048891313)"
48248583,11/25/2020 12:08:16 PM,11/25/2020 01:02:32 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11223,2099 MC DONALD AVENUE,MC DONALD AVENUE,AVENUE S,AVENUE T,AVENUE S,AVENUE T,,BROOKLYN,MCDONALD AVENUE,,Closed,,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",11/25/2020 01:02:31 PM,15 BROOKLYN,3071040017,BROOKLYN,"991,846","158,287",PHONE,McDonald Playground,BROOKLYN,,,,,,,,40.60113428219098,-73.97264595485817,"(40.60113428219098, -73.97264595485817)"
48262900,11/27/2020 08:50:49 AM,11/27/2020 09:34:28 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11434,BAISLEY POND PARK,BAISLEY POND PARK,155 STREET,157 STREET,155 STREET,157 STREET,,JAMAICA,BAISLEY POND PARK,,Closed,,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,11/27/2020 09:33:16 AM,12 QUEENS,4122300001,QUEENS,"1,043,761","185,691",ONLINE,Baisley Pond Park,QUEENS,,,,,,,,40.67615562171991,-73.7854529545537,"(40.67615562171991, -73.7854529545537)"
48101873,11/08/2020 10:24:34 AM,11/09/2020 05:39:10 PM,DPR,Department of Parks and Recreation,Violation of Park Rules,Social Distancing,Park,11220,114 68 STREET,68 STREET,BLISS TERRACE,COLONIAL ROAD,BLISS TERRACE,COLONIAL ROAD,,BROOKLYN,68 STREET,,Closed,,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,11/09/2020 10:39:14 PM,10 BROOKLYN,3058600160,BROOKLYN,"975,560","171,864",ONLINE,Cleveland Street Vegetable Garden,BROOKLYN,,,,,,,,40.63839931356239,-74.03131113739877,"(40.63839931356239, -74.03131113739877)"
